Date,Time,Open,High,Low,Close,Volume
2023/8/28,13:29:00,342.5,342.5,342.5,342.5,238
2023/8/29,09:00:00,341.5,342,341,341,268
2023/8/29,09:01:00,341,341.5,341,341.5,31
2023/8/29,09:02:00,342,343,342,342.5,41
2023/8/29,09:03:00,342.5,343,342.5,343,10
2023/8/29,09:04:00,343,343,342.5,343,24
2023/8/29,09:05:00,343,343,342.5,342.5,11
2023/8/29,09:06:00,342.5,343,342.5,343,16
2023/8/29,09:07:00,343,344.5,343,344.5,84
2023/8/29,09:08:00,344.5,344.5,344,344.5,6
2023/8/29,09:09:00,344.5,345,344.5,345,54
2023/8/29,09:10:00,344.5,345,344.5,344.5,5
2023/8/29,09:11:00,344.5,344.5,344.5,344.5,10
2023/8/29,09:12:00,344.5,344.5,344.5,344.5,3
2023/8/29,09:13:00,344.5,344.5,344,344,13
2023/8/29,09:14:00,344,344.5,343.5,344,30
2023/8/29,09:15:00,344,344.5,344,344.5,15
2023/8/29,09:16:00,344.5,344.5,344,344.5,33
2023/8/29,09:17:00,345,345,344.5,344.5,9
2023/8/29,09:18:00,344.5,344.5,344.5,344.5,7
2023/8/29,09:19:00,344.5,344.5,344.5,344.5,3
2023/8/29,09:20:00,344.5,344.5,344.5,344.5,3
2023/8/29,09:21:00,344,344,343.5,343.5,57
2023/8/29,09:22:00,343.5,343.5,343.5,343.5,3
2023/8/29,09:23:00,343.5,343.5,343.5,343.5,6
2023/8/29,09:24:00,343.5,343.5,343,343.5,15
2023/8/29,09:25:00,343.5,343.5,343,343,2
2023/8/29,09:26:00,343,343,343,343,0
2023/8/29,09:27:00,343,343,343,343,1
2023/8/29,09:28:00,343,343,343,343,2
2023/8/29,09:29:00,343,343.5,343,343,6
2023/8/29,09:30:00,343,343,343,343,1
2023/8/29,09:31:00,343,343.5,343,343.5,17
2023/8/29,09:32:00,343.5,343.5,343.5,343.5,0
2023/8/29,09:33:00,343.5,343.5,343.5,343.5,1
2023/8/29,09:34:00,343.5,343.5,343.5,343.5,7
2023/8/29,09:35:00,343.5,343.5,343.5,343.5,0
2023/8/29,09:36:00,343,343.5,343,343,3
2023/8/29,09:37:00,343.5,343.5,343.5,343.5,2
2023/8/29,09:38:00,343.5,343.5,343.5,343.5,1
2023/8/29,09:39:00,343,343.5,343,343,9
2023/8/29,09:40:00,343,343,343,343,3
2023/8/29,09:41:00,343,343,343,343,7
2023/8/29,09:42:00,343,343,343,343,3
2023/8/29,09:43:00,343,343,343,343,2
2023/8/29,09:44:00,343,343.5,343,343,10
2023/8/29,09:45:00,343.5,343.5,343,343,5
2023/8/29,09:46:00,343,343,343,343,4
2023/8/29,09:47:00,343,343,343,343,7
2023/8/29,09:48:00,343,343.5,343,343.5,17
2023/8/29,09:49:00,343,343,342.5,342.5,4
2023/8/29,09:50:00,342.5,343,342.5,343,3
2023/8/29,09:51:00,342.5,342.5,342,342,37
2023/8/29,09:52:00,342.5,342.5,341.5,342,56
2023/8/29,09:53:00,341.5,342,341.5,341.5,11
2023/8/29,09:54:00,341.5,342,341,342,16
2023/8/29,09:55:00,341.5,342,341.5,342,18
2023/8/29,09:56:00,341.5,341.5,341.5,341.5,6
2023/8/29,09:57:00,341.5,341.5,341,341.5,14
2023/8/29,09:58:00,341.5,341.5,341,341,3
2023/8/29,09:59:00,341,341,340.5,341,50
2023/8/29,10:00:00,340.5,341,340.5,340.5,6
2023/8/29,10:01:00,340.5,340.5,340.5,340.5,3
2023/8/29,10:02:00,340.5,341,340.5,341,9
2023/8/29,10:03:00,341,342,341,342,128
2023/8/29,10:04:00,341.5,341.5,341.5,341.5,2
2023/8/29,10:05:00,341.5,341.5,341.5,341.5,4
2023/8/29,10:06:00,341.5,341.5,341.5,341.5,5
2023/8/29,10:07:00,341.5,341.5,341.5,341.5,16
2023/8/29,10:08:00,341.5,341.5,341.5,341.5,6
2023/8/29,10:09:00,341.5,341.5,341.5,341.5,3
2023/8/29,10:10:00,341,341,341,341,2
2023/8/29,10:11:00,342,342,341.5,341.5,16
2023/8/29,10:12:00,341.5,341.5,341.5,341.5,3
2023/8/29,10:13:00,341.5,341.5,341.5,341.5,4
2023/8/29,10:14:00,341.5,342,341.5,342,31
2023/8/29,10:15:00,341.5,342,341.5,341.5,10
2023/8/29,10:16:00,341,341.5,341,341.5,5
2023/8/29,10:17:00,341.5,341.5,341.5,341.5,5
2023/8/29,10:18:00,341.5,341.5,341.5,341.5,3
2023/8/29,10:19:00,341.5,341.5,341.5,341.5,9
2023/8/29,10:20:00,341.5,341.5,341.5,341.5,6
2023/8/29,10:21:00,341.5,342.5,341.5,342.5,77
2023/8/29,10:22:00,342.5,343,342.5,343,58
2023/8/29,10:23:00,342.5,343,342.5,343,9
2023/8/29,10:24:00,342.5,342.5,342.5,342.5,2
2023/8/29,10:25:00,342.5,342.5,342.5,342.5,6
2023/8/29,10:26:00,342.5,343,342.5,343,3
2023/8/29,10:27:00,342.5,342.5,342.5,342.5,42
2023/8/29,10:28:00,342.5,342.5,342.5,342.5,24
2023/8/29,10:29:00,342.5,342.5,342.5,342.5,3
2023/8/29,10:30:00,342.5,342.5,342.5,342.5,8
2023/8/29,10:31:00,342.5,342.5,342.5,342.5,4
2023/8/29,10:32:00,342.5,342.5,342.5,342.5,13
2023/8/29,10:33:00,342.5,343,342.5,342.5,11
2023/8/29,10:34:00,342.5,342.5,342.5,342.5,5
2023/8/29,10:35:00,342.5,343,342.5,342.5,13
2023/8/29,10:36:00,342.5,342.5,342.5,342.5,4
2023/8/29,10:37:00,342.5,342.5,342.5,342.5,0
2023/8/29,10:38:00,342.5,342.5,342.5,342.5,4
2023/8/29,10:39:00,342.5,342.5,342.5,342.5,0
2023/8/29,10:40:00,342.5,343,342.5,342.5,5
2023/8/29,10:41:00,343,343,342.5,342.5,4
2023/8/29,10:42:00,342.5,343,342.5,343,4
2023/8/29,10:43:00,343,343,342.5,342.5,7
2023/8/29,10:44:00,343,343,342.5,343,38
2023/8/29,10:45:00,343,343,343,343,8
2023/8/29,10:46:00,343,343,342.5,342.5,32
2023/8/29,10:47:00,342.5,342.5,342.5,342.5,3
2023/8/29,10:48:00,342.5,343,342.5,343,6
2023/8/29,10:49:00,343,343.5,342.5,343,38
2023/8/29,10:50:00,343,343.5,343,343,21
2023/8/29,10:51:00,343,343,343,343,2
2023/8/29,10:52:00,343,343,342.5,343,31
2023/8/29,10:53:00,342.5,343.5,342.5,343.5,2
2023/8/29,10:54:00,343,343.5,343,343,6
2023/8/29,10:55:00,343,343.5,342.5,343,19
2023/8/29,10:56:00,342.5,342.5,342.5,342.5,1
2023/8/29,10:57:00,342.5,343,342.5,343,7
2023/8/29,10:58:00,343,343,342.5,342.5,7
2023/8/29,10:59:00,342.5,343.5,342.5,343,46
2023/8/29,11:00:00,343.5,343.5,343,343,5
2023/8/29,11:01:00,343.5,343.5,343,343,6
2023/8/29,11:02:00,343.5,344,343.5,343.5,93
2023/8/29,11:03:00,344,344.5,344,344.5,76
2023/8/29,11:04:00,344,344.5,344,344,8
2023/8/29,11:05:00,344.5,344.5,344,344,10
2023/8/29,11:06:00,344,344,343.5,344,46
2023/8/29,11:07:00,344,344,344,344,2
2023/8/29,11:08:00,344,344,343.5,343.5,5
2023/8/29,11:09:00,344,344,343.5,344,6
2023/8/29,11:10:00,343.5,344,343.5,343.5,10
2023/8/29,11:11:00,344,344,343.5,344,9
2023/8/29,11:12:00,344,344,343.5,344,8
2023/8/29,11:13:00,344,344,343.5,343.5,6
2023/8/29,11:14:00,343.5,344,343.5,343.5,12
2023/8/29,11:15:00,343.5,344,343.5,344,20
2023/8/29,11:16:00,344,344,343.5,343.5,6
2023/8/29,11:17:00,344,344,343.5,344,8
2023/8/29,11:18:00,344,344,344,344,4
2023/8/29,11:19:00,343.5,344,343.5,344,8
2023/8/29,11:20:00,343.5,344,343.5,344,37
2023/8/29,11:21:00,343.5,344,343.5,344,5
2023/8/29,11:22:00,344,344,343.5,344,3
2023/8/29,11:23:00,344,344,343,343,61
2023/8/29,11:24:00,343,343,343,343,9
2023/8/29,11:25:00,343,343,343,343,13
2023/8/29,11:26:00,343,343.5,343,343.5,4
2023/8/29,11:27:00,343,343.5,343,343,8
2023/8/29,11:28:00,343,343.5,343,343.5,12
2023/8/29,11:29:00,343,343.5,343,343,7
2023/8/29,11:30:00,343,343.5,343,343,10
2023/8/29,11:31:00,343.5,343.5,343,343,6
2023/8/29,11:32:00,343.5,343.5,343,343,10
2023/8/29,11:33:00,343,343.5,343,343.5,7
2023/8/29,11:34:00,343.5,343.5,343,343.5,14
2023/8/29,11:35:00,343.5,343.5,343,343.5,6
2023/8/29,11:36:00,343.5,343.5,343,343.5,8
2023/8/29,11:37:00,343.5,343.5,343,343.5,8
2023/8/29,11:38:00,343.5,344,343,343.5,85
2023/8/29,11:39:00,343.5,344,343.5,344,7
2023/8/29,11:40:00,343.5,344,343.5,344,18
2023/8/29,11:41:00,344,344,343,343,57
2023/8/29,11:42:00,343,343,343,343,1
2023/8/29,11:43:00,343.5,343.5,343,343.5,6
2023/8/29,11:44:00,343,343.5,343,343.5,5
2023/8/29,11:45:00,343.5,343.5,343,343,8
2023/8/29,11:46:00,343,343.5,343,343.5,32
2023/8/29,11:47:00,343.5,343.5,343,343.5,7
2023/8/29,11:48:00,343.5,343.5,343,343.5,6
2023/8/29,11:49:00,343.5,343.5,343,343,8
2023/8/29,11:50:00,343.5,343.5,343,343.5,14
2023/8/29,11:51:00,343,343.5,343,343,12
2023/8/29,11:52:00,343.5,343.5,343,343,3
2023/8/29,11:53:00,343.5,343.5,343,343,9
2023/8/29,11:54:00,343,343.5,343,343,11
2023/8/29,11:55:00,343,343.5,343,343.5,8
2023/8/29,11:56:00,343,343.5,343,343.5,10
2023/8/29,11:57:00,343.5,344,343,344,95
2023/8/29,11:58:00,344,344,344,344,8
2023/8/29,11:59:00,343.5,344,343.5,344,17
2023/8/29,12:00:00,344,344,344,344,4
2023/8/29,12:01:00,343.5,344,343.5,344,6
2023/8/29,12:02:00,344,344,343.5,344,8
2023/8/29,12:03:00,344,344,343.5,343.5,4
2023/8/29,12:04:00,343.5,344,343.5,343.5,8
2023/8/29,12:05:00,344,344,343.5,344,7
2023/8/29,12:06:00,344,344,343.5,344,6
2023/8/29,12:07:00,343.5,344,343.5,344,6
2023/8/29,12:08:00,344,344,343.5,344,8
2023/8/29,12:09:00,344,344.5,343.5,344.5,64
2023/8/29,12:10:00,344,344.5,344,344.5,29
2023/8/29,12:11:00,344.5,344.5,344.5,344.5,3
2023/8/29,12:12:00,344.5,344.5,344,344.5,5
2023/8/29,12:13:00,344,344.5,344,344.5,4
2023/8/29,12:14:00,344,344.5,344,344.5,5
2023/8/29,12:15:00,344.5,344.5,344,344.5,6
2023/8/29,12:16:00,344.5,344.5,344,344,6
2023/8/29,12:17:00,344.5,344.5,344,344,22
2023/8/29,12:18:00,344,344,344,344,13
2023/8/29,12:19:00,344,344.5,344,344,8
2023/8/29,12:20:00,344.5,344.5,344,344,7
2023/8/29,12:21:00,344,344.5,344,344,7
2023/8/29,12:22:00,344,344.5,344,344.5,8
2023/8/29,12:23:00,344.5,344.5,344,344,8
2023/8/29,12:24:00,344.5,344.5,344,344.5,57
2023/8/29,12:25:00,344.5,344.5,344,344.5,6
2023/8/29,12:26:00,344,344.5,344,344.5,5
2023/8/29,12:27:00,344,344.5,344,344.5,20
2023/8/29,12:28:00,344.5,344.5,344,344,9
2023/8/29,12:29:00,344,344.5,344,344.5,9
2023/8/29,12:30:00,344.5,344.5,344,344,9
2023/8/29,12:31:00,344.5,344.5,344,344.5,9
2023/8/29,12:32:00,344.5,344.5,344,344,20
2023/8/29,12:33:00,344,344.5,344,344.5,4
2023/8/29,12:34:00,344.5,344.5,344,344,9
2023/8/29,12:35:00,344,344.5,344,344.5,9
2023/8/29,12:36:00,344.5,344.5,344,344.5,10
2023/8/29,12:37:00,344.5,344.5,344,344.5,11
2023/8/29,12:38:00,344.5,344.5,344,344,9
2023/8/29,12:39:00,344.5,344.5,344,344.5,11
2023/8/29,12:40:00,344.5,344.5,344,344.5,10
2023/8/29,12:41:00,344.5,344.5,344.5,344.5,7
2023/8/29,12:42:00,344.5,344.5,344,344.5,10
2023/8/29,12:43:00,344.5,344.5,344,344.5,17
2023/8/29,12:44:00,344,344.5,344,344.5,7
2023/8/29,12:45:00,344,344.5,344,344,8
2023/8/29,12:46:00,344.5,344.5,344,344.5,9
2023/8/29,12:47:00,344.5,344.5,344,344.5,11
2023/8/29,12:48:00,344,344.5,344,344,7
2023/8/29,12:49:00,344.5,344.5,344,344,9
2023/8/29,12:50:00,344.5,344.5,344,344,8
2023/8/29,12:51:00,344.5,345,344,345,55
2023/8/29,12:52:00,345,345,345,345,7
2023/8/29,12:53:00,345,345,344.5,345,13
2023/8/29,12:54:00,345,345,345,345,6
2023/8/29,12:55:00,345,345,344.5,344.5,9
2023/8/29,12:56:00,344.5,345,344.5,344.5,15
2023/8/29,12:57:00,344.5,345,344.5,345,8
2023/8/29,12:58:00,344.5,345,344.5,344.5,7
2023/8/29,12:59:00,345,345,344.5,345,9
2023/8/29,13:00:00,345,345.5,344.5,345.5,149
2023/8/29,13:01:00,345,345.5,345,345.5,8
2023/8/29,13:02:00,345.5,345.5,345,345.5,12
2023/8/29,13:03:00,345,345.5,345,345.5,4
2023/8/29,13:04:00,345.5,345.5,345,345,20
2023/8/29,13:05:00,345.5,345.5,345,345.5,9
2023/8/29,13:06:00,345.5,345.5,345,345.5,14
2023/8/29,13:07:00,345.5,345.5,345,345.5,9
2023/8/29,13:08:00,345.5,345.5,345,345.5,18
2023/8/29,13:09:00,345.5,345.5,345.5,345.5,10
2023/8/29,13:10:00,345.5,345.5,345,345.5,19
2023/8/29,13:11:00,345.5,346,345,345.5,11
2023/8/29,13:12:00,345.5,345.5,345,345.5,16
2023/8/29,13:13:00,345.5,345.5,345.5,345.5,11
2023/8/29,13:14:00,345.5,345.5,345,345,13
2023/8/29,13:15:00,345.5,345.5,345,345.5,14
2023/8/29,13:16:00,345.5,345.5,345,345.5,16
2023/8/29,13:17:00,345.5,346,345.5,346,37
2023/8/29,13:18:00,346,346,345,346,19
2023/8/29,13:19:00,346,346,345.5,346,15
2023/8/29,13:20:00,346,346,345.5,346,19
2023/8/29,13:21:00,346,346,345.5,346,35
2023/8/29,13:22:00,346,346,345.5,345.5,26
2023/8/29,13:23:00,345.5,346,345.5,345.5,13
2023/8/29,13:24:00,346,346,345.5,346,28
2023/8/29,13:25:00,346,346,346,346,0
2023/8/29,13:26:00,346,346,346,346,0
2023/8/29,13:27:00,346,346,346,346,0
2023/8/29,13:28:00,346,346,346,346,0
2023/8/29,13:29:00,346.5,346.5,346.5,346.5,834
2023/8/30,09:00:00,350,350.5,350,350.5,136
2023/8/30,09:01:00,350.5,350.5,349.5,350,47
2023/8/30,09:02:00,349.5,350,349.5,349.5,31
2023/8/30,09:03:00,349.5,350.5,349.5,350.5,60
2023/8/30,09:04:00,350,350.5,349.5,349.5,31
2023/8/30,09:05:00,349.5,349.5,349.5,349.5,13
2023/8/30,09:06:00,349.5,349.5,349.5,349.5,10
2023/8/30,09:07:00,349.5,349.5,349,349,72
2023/8/30,09:08:00,349,349.5,349,349.5,41
2023/8/30,09:09:00,349.5,349.5,349.5,349.5,0
2023/8/30,09:10:00,349.5,349.5,349.5,349.5,0
2023/8/30,09:11:00,349,349.5,349,349.5,4
2023/8/30,09:12:00,349,349.5,349,349,17
2023/8/30,09:13:00,349.5,349.5,349.5,349.5,3
2023/8/30,09:14:00,349,349,348.5,348.5,62
2023/8/30,09:15:00,348.5,349,348.5,349,10
2023/8/30,09:16:00,348.5,349,348.5,349,10
2023/8/30,09:17:00,348.5,348.5,348.5,348.5,6
2023/8/30,09:18:00,348.5,349.5,348.5,349.5,97
2023/8/30,09:19:00,349.5,349.5,349.5,349.5,16
2023/8/30,09:20:00,349.5,349.5,349,349,3
2023/8/30,09:21:00,349.5,349.5,349.5,349.5,3
2023/8/30,09:22:00,349.5,350,349.5,350,175
2023/8/30,09:23:00,350,350.5,350,350,82
2023/8/30,09:24:00,350,350,350,350,38
2023/8/30,09:25:00,350,350,350,350,3
2023/8/30,09:26:00,350,350,349,349,54
2023/8/30,09:27:00,349.5,349.5,349,349.5,3
2023/8/30,09:28:00,349.5,349.5,349,349.5,13
2023/8/30,09:29:00,349.5,349.5,349,349,36
2023/8/30,09:30:00,349.5,349.5,349,349.5,18
2023/8/30,09:31:00,349.5,349.5,349,349.5,6
2023/8/30,09:32:00,349.5,349.5,349,349,13
2023/8/30,09:33:00,349.5,349.5,349.5,349.5,7
2023/8/30,09:34:00,349.5,349.5,349,349.5,11
2023/8/30,09:35:00,349.5,349.5,349,349.5,16
2023/8/30,09:36:00,349.5,350,349,349.5,34
2023/8/30,09:37:00,349.5,349.5,349.5,349.5,8
2023/8/30,09:38:00,349.5,349.5,349.5,349.5,20
2023/8/30,09:39:00,349.5,349.5,349.5,349.5,11
2023/8/30,09:40:00,349.5,350,349.5,349.5,19
2023/8/30,09:41:00,350,350,349.5,349.5,5
2023/8/30,09:42:00,349.5,349.5,349.5,349.5,16
2023/8/30,09:43:00,349.5,349.5,349.5,349.5,6
2023/8/30,09:44:00,349.5,350,349.5,349.5,32
2023/8/30,09:45:00,349.5,350,349.5,350,50
2023/8/30,09:46:00,350,350,350,350,15
2023/8/30,09:47:00,350,350,349.5,350,33
2023/8/30,09:48:00,350,350,350,350,0
2023/8/30,09:49:00,350,350,349.5,349.5,31
2023/8/30,09:50:00,350,350,350,350,4
2023/8/30,09:51:00,350,350,349.5,349.5,5
2023/8/30,09:52:00,350,350,350,350,1
2023/8/30,09:53:00,349.5,350,349.5,350,2
2023/8/30,09:54:00,350,350,350,350,2
2023/8/30,09:55:00,350,350,349.5,349.5,13
2023/8/30,09:56:00,349.5,350,349.5,350,4
2023/8/30,09:57:00,350,350,349.5,350,9
2023/8/30,09:58:00,349.5,350,349.5,350,20
2023/8/30,09:59:00,350,350,350,350,1
2023/8/30,10:00:00,350,350,349.5,349.5,11
2023/8/30,10:01:00,349.5,350,349.5,349.5,60
2023/8/30,10:02:00,349.5,349.5,349.5,349.5,0
2023/8/30,10:03:00,349,349,349,349,2
2023/8/30,10:04:00,349,349,349,349,1
2023/8/30,10:05:00,349,349,349,349,10
2023/8/30,10:06:00,349,349,349,349,3
2023/8/30,10:07:00,349.5,349.5,349,349,5
2023/8/30,10:08:00,349,349,349,349,4
2023/8/30,10:09:00,349,349,349,349,4
2023/8/30,10:10:00,349,349,349,349,5
2023/8/30,10:11:00,349,349,349,349,4
2023/8/30,10:12:00,349,349,349,349,4
2023/8/30,10:13:00,349,349,349,349,10
2023/8/30,10:14:00,349,349,349,349,43
2023/8/30,10:15:00,349,349,348.5,348.5,8
2023/8/30,10:16:00,348.5,349,348.5,349,4
2023/8/30,10:17:00,348.5,348.5,348.5,348.5,2
2023/8/30,10:18:00,348.5,348.5,348.5,348.5,4
2023/8/30,10:19:00,348.5,349,348.5,349,12
2023/8/30,10:20:00,349,349,348.5,348.5,11
2023/8/30,10:21:00,348.5,348.5,348.5,348.5,0
2023/8/30,10:22:00,348.5,349,348.5,349,10
2023/8/30,10:23:00,349,349,348.5,348.5,3
2023/8/30,10:24:00,348.5,348.5,348.5,348.5,0
2023/8/30,10:25:00,349,349,348.5,349,3
2023/8/30,10:26:00,348.5,348.5,348.5,348.5,36
2023/8/30,10:27:00,348.5,348.5,348.5,348.5,1
2023/8/30,10:28:00,348.5,348.5,348.5,348.5,1
2023/8/30,10:29:00,348.5,349,348.5,349,2
2023/8/30,10:30:00,348.5,348.5,348.5,348.5,1
2023/8/30,10:31:00,348.5,348.5,348.5,348.5,0
2023/8/30,10:32:00,348.5,348.5,348,348,52
2023/8/30,10:33:00,348,348.5,348,348.5,5
2023/8/30,10:34:00,348.5,348.5,348,348,7
2023/8/30,10:35:00,348,348,348,348,0
2023/8/30,10:36:00,348,348,348,348,5
2023/8/30,10:37:00,348,348.5,348,348.5,10
2023/8/30,10:38:00,348.5,348.5,348,348.5,5
2023/8/30,10:39:00,348,348,348,348,2
2023/8/30,10:40:00,348,348,348,348,7
2023/8/30,10:41:00,348.5,348.5,348,348,3
2023/8/30,10:42:00,348,348,348,348,5
2023/8/30,10:43:00,348,348,347.5,347.5,53
2023/8/30,10:44:00,348,348,347.5,347.5,9
2023/8/30,10:45:00,347.5,347.5,347.5,347.5,5
2023/8/30,10:46:00,347.5,347.5,347.5,347.5,3
2023/8/30,10:47:00,348,348,347.5,348,23
2023/8/30,10:48:00,348,348,347.5,347.5,11
2023/8/30,10:49:00,347.5,347.5,347.5,347.5,0
2023/8/30,10:50:00,347.5,348,347.5,348,16
2023/8/30,10:51:00,347.5,348,347.5,347.5,3
2023/8/30,10:52:00,348,348.5,348,348.5,51
2023/8/30,10:53:00,348,348.5,348,348.5,5
2023/8/30,10:54:00,348,348,348,348,2
2023/8/30,10:55:00,348,348,348,348,1
2023/8/30,10:56:00,348,348,348,348,0
2023/8/30,10:57:00,348.5,348.5,348,348,2
2023/8/30,10:58:00,348,348.5,348,348,8
2023/8/30,10:59:00,348,348,348,348,2
2023/8/30,11:00:00,348,348,348,348,1
2023/8/30,11:01:00,348,348,348,348,1
2023/8/30,11:02:00,348,348,348,348,1
2023/8/30,11:03:00,348,348,347.5,347.5,47
2023/8/30,11:04:00,347.5,347.5,347.5,347.5,6
2023/8/30,11:05:00,347.5,348,347.5,348,3
2023/8/30,11:06:00,348,348,348,348,0
2023/8/30,11:07:00,347.5,347.5,347.5,347.5,2
2023/8/30,11:08:00,347.5,347.5,347.5,347.5,2
2023/8/30,11:09:00,347.5,347.5,347.5,347.5,85
2023/8/30,11:10:00,347,347.5,347,347,4
2023/8/30,11:11:00,347.5,348,347,347.5,36
2023/8/30,11:12:00,347.5,347.5,347.5,347.5,9
2023/8/30,11:13:00,347.5,347.5,347.5,347.5,0
2023/8/30,11:14:00,347.5,347.5,347.5,347.5,1
2023/8/30,11:15:00,347.5,347.5,347.5,347.5,2
2023/8/30,11:16:00,347.5,347.5,347.5,347.5,11
2023/8/30,11:17:00,347.5,347.5,347.5,347.5,0
2023/8/30,11:18:00,347.5,347.5,347.5,347.5,1
2023/8/30,11:19:00,347.5,347.5,347.5,347.5,6
2023/8/30,11:20:00,348,348,348,348,44
2023/8/30,11:21:00,348,348,348,348,1
2023/8/30,11:22:00,348,348,348,348,2
2023/8/30,11:23:00,348.5,348.5,348,348,9
2023/8/30,11:24:00,348,348,348,348,0
2023/8/30,11:25:00,348.5,348.5,348,348,6
2023/8/30,11:26:00,348,348,348,348,1
2023/8/30,11:27:00,348,348,348,348,0
2023/8/30,11:28:00,348,348,348,348,1
2023/8/30,11:29:00,348,348,348,348,2
2023/8/30,11:30:00,348,348,348,348,2
2023/8/30,11:31:00,348,348,348,348,2
2023/8/30,11:32:00,348,348,348,348,1
2023/8/30,11:33:00,348,348,348,348,2
2023/8/30,11:34:00,348,348,348,348,2
2023/8/30,11:35:00,348,348,348,348,2
2023/8/30,11:36:00,348,348,348,348,3
2023/8/30,11:37:00,348,348,348,348,2
2023/8/30,11:38:00,348,348,348,348,1
2023/8/30,11:39:00,348,348,348,348,3
2023/8/30,11:40:00,348,348,348,348,3
2023/8/30,11:41:00,348,348,348,348,0
2023/8/30,11:42:00,348,348,348,348,4
2023/8/30,11:43:00,348,348,348,348,3
2023/8/30,11:44:00,348,348,348,348,3
2023/8/30,11:45:00,348,348,348,348,0
2023/8/30,11:46:00,348.5,348.5,348,348,7
2023/8/30,11:47:00,348,348,348,348,2
2023/8/30,11:48:00,348,348,348,348,3
2023/8/30,11:49:00,348,348.5,348,348,5
2023/8/30,11:50:00,348,348,348,348,3
2023/8/30,11:51:00,348,348,347.5,347.5,81
2023/8/30,11:52:00,348,348,347.5,347.5,10
2023/8/30,11:53:00,347.5,347.5,347.5,347.5,8
2023/8/30,11:54:00,347.5,347.5,347.5,347.5,2
2023/8/30,11:55:00,347.5,347.5,347.5,347.5,2
